UID,SAMPLEID,STATION,MODEL,O,E,OE,MMI,AIM_rtg,MODELTEST,COUNT,INVASIVE_MACRO
1633219142,157087,CO-LS-9452,UTDEQ15,6,9.194729561,0.652547741,,Fair,,400,ABSENT
2582765230,157089,CO-LS-9421,UTDEQ15,4,10.42484965,0.383698579,,Poor,,400,ABSENT
7750168748,157090,CO-LS-9442,CO_EDAS-Biotype1,,,,52.2,Good,,54,ABSENT
9379966588,157091,CO-LS-9448,UTDEQ15,7,6.840774295,1.023275977,,Good,,400,ABSENT
5980134895,157092,CO-SS-9415,UTDEQ15,4,6.139719926,0.651495516,,Fair,,74,ABSENT
5958846915,157093,CO-SS-9440,UTDEQ15,6,6.881630399,0.871886407,,Good,,144,ABSENT
1722714268,157094,CO-LS-9423,CO_EDAS-Biotype1,,,,63.7,Good,,315,ABSENT
7356647152,157095,CO-RO-9406,CO_EDAS-Biotype1,,,,67.1,Good,,182,ABSENT
3805533574,157096,CO-RO-9422,UTDEQ15,3,7.355934772,0.407833959,,Poor,,79,ABSENT
9490645304,157097,CO-SS-9403,CO_EDAS-Biotype1,,,,62,Good,,321,ABSENT
9340604282,157098,CO-SS-9439,CO_EDAS-Biotype1,,,,66,Good,,284,ABSENT
3253447049,157099,CO-RO-9409,CO_EDAS-Biotype3,,,,68.6,Good,,307,ABSENT
4110645758,157100,CO-RO-9420,UTDEQ15,6,6.07051966,0.988383258,,Good,,114,ABSENT
9935474186,157101,CO-RO-9433,UTDEQ15,4,7.251027961,0.551645921,,Poor,,63,ABSENT
1504776480,157102,CO-RO-9435,UTDEQ15,4,9.557220524,0.418531726,,Poor,,54,ABSENT
7211641049,157103,CO-RO-9437,CO_EDAS-Biotype1,,,,41.9,Poor,,130,ABSENT
4012992824,157104,CO-RO-9412,UTDEQ15,3,6.078598296,0.493534834,,Poor,,22,ABSENT
6129461993,157106,CO-SS-9430,CO_EDAS-Biotype1,,,,76.2,Good,,295,ABSENT
4287242862,157107,CO-SS-9441,CO_EDAS-Biotype1,,,,48.1,Fair,,285,ABSENT
4756503404,157108,CO-LS-9407,CO_EDAS-Biotype1,,,,49.9,Fair,,299,ABSENT
4948134258,157109,CO-LS-9410,UTDEQ15,4,6.628562298,0.603449107,,Fair,,400,ABSENT
7069934952,157110,CO-RO-9405,UTDEQ15,2,6.686591925,0.299106035,,Poor,,41,ABSENT
4791019943,157111,CO-RO-9431,UTDEQ15,4,6.68256906,0.59857219,,Fair,,64,ABSENT
8064925490,157112,CO-SS-9426,UTDEQ15,10,10.53999691,0.948766881,,Good,,400,ABSENT
3114054690,157113,CO-RO-9436,UTDEQ15,4,6.747106115,0.59284676,,Fair,,38,ABSENT
9647826895,157116,GS-SS-9024,UTDEQ15,6,6.409053314,0.936175704,,Good,,364,ABSENT
6324114694,157117,GS-SS-9004,UTDEQ15,6,5.471051111,1.096681401,,Good,,400,ABSENT
9450200345,157118,GS-SS-9020,UTDEQ15,7,5.507953333,1.27088949,,Good,,400,ABSENT
1942043964,157119,GS-LS-9009,UTDEQ15,1,6.73555777,0.148465804,,Poor,,3,ABSENT
2208091606,157120,GS-LS-9025,UTDEQ15,1,6.733124271,0.148519463,,Poor,,1,ABSENT
5414236349,157121,GS-LS-9010,UTDEQ15,6,5.687068889,1.055025026,,Good,,400,ABSENT
2071742259,157122,GS-LS-9026,UTDEQ15,6,6.316593132,0.949879132,,Good,,400,ABSENT
3521296741,157123,GS-LS-9027,UTDEQ15,7,6.980007218,1.002864292,,Good,,160,ABSENT
3928276984,157124,GS-RO-9001,UTDEQ15,0,6.195543383,0,,Poor,,1,ABSENT
9045338924,157125,GS-RO-9007,UTDEQ15,6,6.183328959,0.970351091,,Good,,165,ABSENT
8971829418,157126,GS-RO-9008,UTDEQ15,6,5.670183333,1.058166844,,Good,,197,ABSENT
3957734556,157127,GS-RO-9017,UTDEQ15,0,6.202244249,0,,Poor,,0,ABSENT
2754587452,157128,GS-SS-9006,UTDEQ15,6,6.099687312,0.98365698,,Good,,202,ABSENT
5484776420,157129,GS-SS-9012,UTDEQ15,4,6.185861689,0.646635861,,Fair,,400,ABSENT
1530800945,157130,GS-RO-9013,UTDEQ15,5,6.704329569,0.745786726,,Fair,,17,ABSENT
9878894549,157131,GS-RO-9014,UTDEQ15,6,8.082477521,0.742346636,,Fair,,42,ABSENT
5289271964,157132,GS-SS-9005,UTDEQ15,5,6.135215547,0.814967292,,Good,,388,ABSENT
6575257143,157133,GS-LS-9016,UTDEQ15,1,6.616502955,0.151137241,,Poor,,4,ABSENT
4864506485,157134,GS-LS-9032,UTDEQ15,0,6.124632364,0,,Poor,,5,ABSENT
6929092418,157135,GS-LS-9036,UTDEQ15,5,9.25855438,0.540041112,,Poor,,400,ABSENT
7181269898,157136,GS-SS-9022,UTDEQ15,11,10.45481896,1.052146387,,Good,,400,ABSENT
5574145432,157137,GS-RO-9003,UTDEQ15,6,5.665653333,1.059012906,,Good,,178,ABSENT
99BF55DB-1934-4F8A-9722-2BD9FFE57B62,157509,SA-TR-001,ColumbiaRiverBasin_PIBO,2,19.345682,0.103382,,Poor,Pass,300,ABSENT
DAD8A4B4-BEEA-4A01-957B-788C7262C8C1,157510,SA-TR-002,ColumbiaRiverBasin_PIBO,7,13.522589,0.517652,,Poor,Pass,300,ABSENT
F9601E03-DBFE-4D61-A485-F80025E0D886,157511,SA-TR-003,ColumbiaRiverBasin_PIBO,8,19.49803,0.410298,,Poor,Pass,300,ABSENT
31AA0ED2-F752-4775-9A98-A52A9072AA9C,157512,IF-TR-001,ColumbiaRiverBasin_PIBO,5,20.39283,0.245184,,Poor,Fail,300,ABSENT
E4CD2A47-1125-4E71-BAC2-D36214AF5AD8,157513,IF-TR-002,ColumbiaRiverBasin_PIBO,8,20.383619,0.392472,,Poor,Fail,300,ABSENT
425E30FF-5F0A-42B0-9A5F-9B5730B5C3EB,157527,PR-TR-010,OR_WesternCordillera_ColumbiaPlateau,7,11.931628,0.586676,,Poor,Pass,58,PRESENT
F1E24214-E93C-4E21-854B-2710317FC553,157528,PR-TR-011,OR_WesternCordillera_ColumbiaPlateau,11,10.287898,1.069217,,Good,Pass,300,ABSENT
8B1233FA-A55A-40CB-86F5-3C3D5BE2646A,157529,PR-TR-012,OR_WesternCordillera_ColumbiaPlateau,6,10.287898,0.58321,,Poor,Pass,300,ABSENT
F09AC8C8-0695-44F0-BB59-F100A8206032,157530,PR-TR-013,OR_WesternCordillera_ColumbiaPlateau,9,11.193293,0.804053,,Fair,Pass,300,ABSENT
E6F02B37-7B3D-4BA2-B870-3A4FD21ACD94,157531,PR-TR-014,OR_WesternCordillera_ColumbiaPlateau,10,11.24522,0.889267,,Good,Pass,300,ABSENT
838114BE-25F8-49CF-9DEB-1DCE2C50239D,157532,G201O2,UTDEQ15,6,5.621328889,1.067363273,,Good,,400,ABSENT
2816250E-BDAA-4664-82D3-8B2A62ED29F8,157533,G2062,UTDEQ15,12,9.293204883,1.291266054,,Good,,400,ABSENT
93508077-BFE0-4471-BFBB-94CC75D4D98A,157534,G221O2,UTDEQ15,6,5.578927778,1.075475475,,Good,,400,ABSENT
71AD1DF0-85E7-4E7C-BE9C-A2B982B88D6A,157535,G3052,UTDEQ15,9,8.010861167,1.123474719,,Good,,400,ABSENT
CF75BC3C-4058-4B1B-BD5C-752AF6A97EF9,157536,G4012,UTDEQ15,4,6.021382721,0.664299246,,Fair,,47,ABSENT
16041E73-2228-448C-9876-5C87775075AA,157537,G406O1,UTDEQ15,5,5.583086667,0.895561953,,Good,,400,ABSENT
FB16D8DE-9660-4F67-80A2-DF2170E51753,157538,G406O2,UTDEQ15,5,6.874175185,0.727359991,,Fair,,400,PRESENT
13F4F066-A689-408D-97D7-745982C29CEE,157539,G4171,UTDEQ15,7,6.923298505,1.01107875,,Good,,400,ABSENT
0D4C87D4-42F6-4DDB-BEB5-DEDC339A1EC6,157540,G502O1,UTDEQ15,6,5.631714444,1.065394927,,Good,,400,ABSENT
39138B79-AEFA-490E-8BBA-194E8B00DBC2,157541,GR-TR-010,UTDEQ15,2,6.58489629,0.303725361,,Poor,,65,ABSENT
9DE6E3BD-0A76-4F19-80DF-4117263D13A7,157542,W202O2,UTDEQ15,11,9.406751067,1.169372924,,Good,,400,ABSENT
CF12E42F-2F95-4B41-B23C-99DCE7609E50,157543,W2061,UTDEQ15,7,7.908076731,0.885170976,,Good,,400,ABSENT
E860212B-9629-4ADC-B1EA-2F5B91992CA3,157544,W206O2,UTDEQ15,8,9.634932754,0.83031197,,Good,,400,ABSENT
934639AE-7297-4AF6-8C0A-369628029D8F,157545,W2082,UTDEQ15,6,10.37332837,0.578406446,,Fair,,400,ABSENT
4F6DDEA1-009C-4D5B-88D9-B1F364CD12D7,157546,W210O2,UTDEQ15,4,7.263268044,0.550716286,,Poor,,400,ABSENT
104222E1-F5F4-40D2-B33B-F27F5E13A14A,157547,W21O2,UTDEQ15,9,9.631403106,0.934443289,,Good,,400,ABSENT
4C576E84-1AA1-4A72-9A43-DD903CC7B9E5,157548,WD-TR-001,UTDEQ15,7,9.379179419,0.746333947,,Fair,,400,ABSENT
0E761DDD-8683-4B10-9599-94F21CF2D614,157549,WD-TR-004,UTDEQ15,9,9.076057106,0.991620028,,Good,,400,ABSENT
E4BD3F9B-724A-4AA6-84E7-639791ACA01E,157550,WD-TR-007,UTDEQ15,3,9.175605498,0.3269539,,Poor,,400,PRESENT
F5FD0BCA-B108-43C7-BCBF-D87EFD68BDCF,157551,WD-TR-008,UTDEQ15,7,9.120347415,0.767514622,,Fair,,400,ABSENT
D19CA54F-485B-4234-A44A-3529D20B255A,157552,WD-TR-010,UTDEQ15,6,9.175605498,0.653907799,,Fair,,400,ABSENT
DC9659EB-19CA-4AF3-8A90-9E5BBF8547FE,157553,WD-TR-011,UTDEQ15,11,10.45613156,1.052014308,,Good,,400,ABSENT
27B3C3E8-EC50-494D-AC8C-CEF6EF4DC092,157554,WD-TR-014,UTDEQ15,6,6.035515961,0.994115505,,Good,,400,ABSENT
52AD40F9-A165-4A1C-801A-D3C8EFDC5D09,157555,WD-TR-020,UTDEQ15,7,9.623567919,0.727380953,,Fair,,400,ABSENT
3C3BEA53-9197-4337-B997-B23C38AC0E02,157556,WD-TR-021,UTDEQ15,8,9.588973279,0.834291615,,Good,,400,ABSENT
B6C2754D-5D44-44D5-AE50-40FC1AEBB5E5,157557,WD-TR-022,UTDEQ15,11,9.639557316,1.141131241,,Good,,400,ABSENT
3A57C811-3996-4978-BF5D-8CAAD01405C3,157558,WD-TR-023,UTDEQ15,11,9.639628961,1.141122759,,Good,,400,ABSENT
DC642373-9258-43F8-99EB-CCBB7D25D936,157566,SA-LS-12318,ColumbiaRiverBasin_PIBO,15,19.211449,0.780784,,Fair,Pass,300,ABSENT
FB4F6204-7470-413E-B38A-4A25A9907F69,157567,SA-LS-13342,ColumbiaRiverBasin_PIBO,7,19.147484,0.365583,,Poor,Pass,300,ABSENT
71E0234D-3BB6-4128-AF9F-43EF7D1E13BC,157568,SL-SS-10001,UTDEQ15,5,6.691336783,0.747234844,,Fair,,400,ABSENT
ACF58875-5796-4E7B-9737-798F1CA434B9,157569,VE-LS-11577,UTDEQ15,5,7.311877613,0.683818886,,Fair,,400,ABSENT
3497844590,157570,NW-SS-9267,NV_MMI,,,,38.14070583,Impaired,Pass,300,ABSENT
4544685410,157571,NW-SS-9261,NV_MMI,,,,58.92454235,Reference,Pass,300,ABSENT
7304662541,157572,NW-SS-9277,NV_MMI,,,,30.13004814,Impaired,Pass,300,ABSENT
2325192947,157573,NC-SS-9141,NV_MMI,,,,28.34031939,Impaired,Pass,300,ABSENT
6472764446,157574,NB-LS-9111,NV_MMI,,,,45.36622009,Undetermined,Pass,300,ABSENT
9297365426,157575,NB-SS-9107,NV_MMI,,,,30.20061048,Impaired,Pass,300,ABSENT
1689661044,157576,NB-SS-9120,NV_MMI,,,,46.13127887,Undetermined,Pass,117,ABSENT
8992241597,157578,NB-RO-9127,NV_MMI,,,,53.44746078,Reference,Pass,300,ABSENT
8760187675,157579,NW-LS-9276,NV_MMI,,,,48.26088814,Reference,Pass,300,ABSENT
6749658036,157581,NW-LS-9269,NV_MMI,,,,62.76153012,Reference,Pass,300,ABSENT
4349354530,157582,NO-LS-9203,NV_MMI,,,,23.65101094,Impaired,Pass,300,ABSENT
9822980447,157583,NO-SS-9211,NV_MMI,,,,27.56193879,Impaired,Pass,300,ABSENT
7726844864,157584,NY-LS-9220,NV_MMI,,,,38.5882086,Impaired,Pass,300,ABSENT
1633013467,157585,NY-LS-9225,NV_MMI,,,,26.02056304,Impaired,Pass,30,ABSENT
6259383472,157586,NY-LS-9230,NV_MMI,,,,39.32502443,Impaired,Pass,300,ABSENT
1118134792,157587,NY-LS-9232,NV_MMI,,,,38.3424564,Impaired,Pass,300,PRESENT
6406203481,157588,NY-RO-9221,NV_MMI,,,,48.63019471,Reference,Pass,300,PRESENT
8999994429,157589,NO-LS-9206,NV_MMI,,,,63.28858823,Reference,Pass,300,ABSENT
4276147291,157590,NO-RO-9205,NV_MMI,,,,39.15324148,Impaired,Pass,296,ABSENT
6068519294,157591,NO-SS-9202,NV_MMI,,,,45.53581817,Undetermined,Pass,82,ABSENT
2930035704,157592,NB-SS-9108,NV_MMI,,,,30.61093467,Impaired,Pass,300,ABSENT
1309151945,157593,NW-SS-9262,NV_MMI,,,,40.67464339,Impaired,Pass,300,ABSENT
3675095449,157594,NY-SS-9222,NV_MMI,,,,39.41204419,Impaired,Pass,300,ABSENT
5524638908,157595,NB-SS-9101,NV_MMI,,,,48.57296421,Reference,Pass,300,ABSENT
3438884039,157596,NO-RO-9200,NV_MMI,,,,52.16235256,Reference,Pass,300,ABSENT
3585900418,157597,NB-LS-9114,NV_MMI,,,,48.60176422,Reference,Pass,300,ABSENT
1894148863,157598,NB-LS-9119,NV_MMI,,,,40.53643831,Impaired,Pass,300,ABSENT
6564743977,157599,NB-SS-9115,NV_MMI,,,,58.31910599,Reference,Pass,300,ABSENT
2887273655,157600,NC-LS-9186,NV_MMI,,,,21.80017796,Impaired,Pass,300,ABSENT
5024140987,157601,NO-SS-9204,NV_MMI,,,,54.12003791,Reference,Pass,300,ABSENT
8576394908,157602,NW-SS-9272,NV_MMI,,,,41.13402844,Impaired,Fail,300,ABSENT
9444276394,157603,NC-LS-9156,NV_MMI,,,,12.21215892,Impaired,Pass,300,ABSENT
2756002047,157604,NC-SS-9144,NV_MMI,,,,38.97655046,Impaired,Pass,103,ABSENT
6368654394,157605,NC-SS-9170,NV_MMI,,,,36.64825828,Impaired,Fail,300,ABSENT
2064902247,157606,NB-LS-9132,NV_MMI,,,,21.41019291,Impaired,Pass,300,ABSENT
8215453734,157607,NW-SS-9263,NV_MMI,,,,42.64446791,Impaired,Pass,300,ABSENT
5348214508,157608,NW-SS-9264,NV_MMI,,,,28.36455723,Impaired,Pass,300,ABSENT
23B3C28A-BDBC-4062-99C8-DD7DCCE6FC05,157824,SV-RV-10978,CO_EDAS-Biotype1,,,,47.6,Fair,,273,ABSENT
EE43440E-ABF6-429F-A7DD-BE3076662F90,157825,SV-RV-10722,CO_EDAS-Biotype1,,,,24.5,Poor,,294,ABSENT
559DB7A3-F6E9-4210-A2AE-F2D1C055401E,157826,GJ-LS-10237,CO_EDAS-Biotype3,,,,63.3,Good,,282,ABSENT
F3E2B97F-DFCC-485D-A641-C3FCA770834F,157827,UC-SS-10413,CO_EDAS-Biotype1,,,,44.8,Fair,,292,ABSENT
6EF806EA-075B-4AAC-A565-B0D58296AC7B,157828,TR-LS-12146,CO_EDAS-Biotype1,,,,42.4,Fair,,206,ABSENT
4AF18A69-DC06-42FC-B23C-FC30C4506CD2,157829,TR-RV-10034,CO_EDAS-Biotype1,,,,44,Fair,,318,PRESENT
A0CF9056-A097-4225-84B9-19B9627FB8CF,157830,CR-LS-10525,CO_EDAS-Biotype1,,,,65.3,Good,,286,ABSENT
4A2C66B0-032C-41F5-80B8-C483BF04DDB5,157831,CR-SS-10557,CO_EDAS-Biotype1,,,,67.8,Good,,285,ABSENT
6BA34BC7-E75E-4EE2-97F5-0F57DCBE3B75,157832,RG-LS-10402,CO_EDAS-Biotype1,,,,73.2,Good,,284,ABSENT
00DB25B5-A5FC-434E-9D77-4BFEEF6C77D9,157833,RG-LS-10658,CO_EDAS-Biotype1,,,,49.3,Fair,,283,ABSENT
E90089F7-0798-4A9A-ACD3-DA33C8DE4D65,157834,RG-SS-10338,CO_EDAS-Biotype1,,,,65,Good,,317,ABSENT
22B2914A-4A76-495F-ABFA-88371F2965BE,157835,CR-SS-10045,CO_EDAS-Biotype1,,,,54.6,Good,,302,ABSENT
4DDCB9F0-91D7-43FC-87E0-C58DAC064285,157836,CR-SS-10365,CO_EDAS-Biotype1,,,,50.8,Fair,,287,ABSENT
72C1072C-E90E-448D-B56B-C99664B377A8,157837,GJ-LS-10381,CO_EDAS-Biotype1,,,,47.6,Fair,,304,ABSENT
0062DEC3-9CB3-4B84-902F-AF3E79A8433C,157838,GJ-SS-11405,CO_EDAS-Biotype1,,,,80,Good,,281,ABSENT
A287A77A-A907-413C-9F69-85C039F8CC95,157839,WR-SS-10505,CO_EDAS-Biotype1,,,,35.9,Poor,,296,ABSENT
2B05EAA9-0669-4A11-963B-FEE32FD5D1A0,157840,KR-LS-11081,CO_EDAS-Biotype1,,,,43.8,Fair,,303,ABSENT
A6A75DD6-B8DF-4CF3-B703-B98BC61FD1FD,157841,KR-SS-10313,CO_EDAS-Biotype2,,,,40.9,Poor,,315,ABSENT
3276692F-2BB5-4531-A787-96B8F423FCE6,157842,KR-SS-10569,CO_EDAS-Biotype2,,,,66.5,Good,,292,ABSENT
A22EB30D-D032-458F-A835-15E4BC5299AD,157843,KR-SS-10825,CO_EDAS-Biotype2,,,,54.3,Good,,294,ABSENT
5932BE8D-DF9A-4145-A924-E51E39895BE1,157844,GN-LS-10114,CO_EDAS-Biotype1,,,,61.4,Good,,323,ABSENT
B1BDDC0C-FFE2-4A03-82C1-4C730434A184,157845,GN-SS-10262,CO_EDAS-Biotype1,,,,63.1,Good,,307,ABSENT
8402CD50-1113-4570-AA01-A10F302B6FBD,157846,GN-SS-10498,CO_EDAS-Biotype2,,,,47.1,Fair,,135,ABSENT
56B48FA4-B757-4991-9449-089CDD93B51B,157847,GN-SS-10518,CO_EDAS-Biotype2,,,,36.4,Poor,,33,ABSENT
92A7F083-5B5B-482D-A30B-0096CDE3A2C7,157848,GN-SS-10861,CO_EDAS-Biotype2,,,,68.1,Good,,257,ABSENT
C06E864E-E177-4BCC-8BB5-255EF339F463,157849,GN-LS-10242,CO_EDAS-Biotype2,,,,54.2,Good,,284,ABSENT
66563F74-2267-4A72-8680-70D3A2375E50,157850,GN-SS-10434,CO_EDAS-Biotype2,,,,48.5,Fair,,118,ABSENT
08713340-4E0B-4FE5-B5B3-0D6FBC94F0F0,157851,RG-SS-10121,CO_EDAS-Biotype2,,,,62.3,Good,,274,ABSENT
5C0B5C9E-CF6D-4013-94C9-C35846AED78A,157852,KR-SS-10233,CO_EDAS-Biotype1,,,,42.6,Fair,,304,ABSENT
C4631D4B-16E8-49CA-885E-E16D53BB2B89,157853,GJ-LS-10493,CO_EDAS-Biotype1,,,,62.6,Good,,242,ABSENT
F157FAC4-703B-42FB-A948-3FA133B62422,157854,GJ-LS-10749,CO_EDAS-Biotype1,,,,60.5,Good,,264,ABSENT
CBF1F4F6-2C2D-4764-9F4B-6BD94FB58DA9,157855,GJ-RV-10509,CO_EDAS-Biotype3,,,,68.5,Good,,286,ABSENT
F0853809-BF88-4D7B-ADA8-F17BAED91E7E,157856,GJ-SS-12093,CO_EDAS-Biotype1,,,,66.1,Good,,280,ABSENT
127879DF-2D92-429E-A283-DFF5708FAC5F,157857,LS-LS-10041,CO_EDAS-Biotype1,,,,36.2,Poor,,328,ABSENT
BCA72ABE-8E1A-4183-8781-C18D530AF753,157858,LS-LS-10077,CO_EDAS-Biotype1,,,,61.1,Good,,297,ABSENT
5D97FFA4-96F9-4C2B-9E3A-2FB2EFF01B19,157859,LS-RV-11065,CO_EDAS-Biotype1,,,,35.2,Poor,,337,ABSENT
B460436A-1057-470D-876C-541553265362,157860,LS-SS-13577,CO_EDAS-Biotype1,,,,27,Poor,,301,ABSENT
98F1D2C2-22C9-4985-9DF8-60908D3D826E,157861,TR-LS-10674,CO_EDAS-Biotype1,,,,44.7,Fair,,83,ABSENT
484417AA-1EC1-4500-B664-504984D1821B,157862,TR-LS-11442,CO_EDAS-Biotype1,,,,57.6,Good,,307,PRESENT
123B877B-DF08-4414-958F-3906DF8C78ED,157863,TR-LS-15538,CO_EDAS-Biotype3,,,,57,Good,,310,ABSENT
CC3BD492-F203-4ED2-9AA7-CE0A8A9ECD8D,157864,TR-RV-10546,CO_EDAS-Biotype1,,,,79.8,Good,,292,ABSENT
B7765C42-231A-40B2-905E-0A0E3419D00C,157865,UC-LS-10253,CO_EDAS-Biotype3,,,,60.5,Good,,308,ABSENT
D19DAEF1-4938-4142-A4B3-A3BFB3983CF7,157866,UC-RV-10317,CO_EDAS-Biotype3,,,,63.1,Good,,67,ABSENT
CE230455-E479-4811-91A3-8EEE6FD607F3,157867,UC-SS-10061,CO_EDAS-Biotype1,,,,30.4,Poor,,67,ABSENT
DDAA272D-A6C0-4116-8909-7DA4ED30FFD6,157868,CR-SS-10621,CO_EDAS-Biotype1,,,,44.4,Fair,,316,ABSENT
0FA158FC-0B56-4DD9-B38A-C340DCD71FE2,157869,WR-LS-10285,CO_EDAS-Biotype1,,,,38.6,Poor,,298,ABSENT
39359161-2341-49E9-9A4D-78132E2A8451,157870,WR-LS-10653,CO_EDAS-Biotype1,,,,41.2,Poor,,290,ABSENT
4E109C14-B8A6-4B9D-A5AC-4D589F7DC2C7,157871,WR-LS-10717,CO_EDAS-Biotype1,,,,36.1,Poor,,289,ABSENT
69ADCC55-9EC5-45C9-83BD-8DBB45A70E59,157872,WR-LS-10973,CO_EDAS-Biotype1,,,,25.9,Poor,,6,ABSENT
F82DDD41-6F2C-4EBA-AE8F-4A9F61469E43,157873,WR-LS-11565,CO_EDAS-Biotype1,,,,46.3,Fair,,290,PRESENT
0E89F77A-83C7-4C15-BB6E-443B930BEC8B,157874,WR-RV-10461,CO_EDAS-Biotype1,,,,39.7,Poor,,66,ABSENT
37226A43-8EB8-4807-9EE8-E51B7B77EB8C,157875,WR-RV-10909,CO_EDAS-Biotype1,,,,61.3,Good,,298,ABSENT
2BE6C909-451B-4984-BDB7-B9AA02B84EC3,157876,WR-SS-11053,CO_EDAS-Biotype1,,,,51,Fair,,284,ABSENT
A960236C-61BB-4EBB-BD10-23AE1031DC4C,157877,SV-LS-12610,CO_EDAS-Biotype1,,,,76.3,Good,,266,ABSENT
87D7C7B2-0F3A-4973-91DD-C11B7ECFD674,157878,SV-SS-10146,CO_EDAS-Biotype2,,,,46.9,Fair,,289,ABSENT
2F660458-51EC-4275-B9F7-4831909AEFEB,157879,SV-SS-10594,CO_EDAS-Biotype1,,,,54.2,Good,,317,ABSENT
81A98466-3464-4257-834B-E80503F49A14,157880,SV-SS-11586,CO_EDAS-Biotype1,,,,37.2,Poor,,338,ABSENT
EBF73D4D-4978-4FAB-B148-3AA9D524E304,157881,SV-SS-11618,CO_EDAS-Biotype1,,,,59.7,Good,,301,ABSENT
00B03EF8-EC0E-4FF0-9CAF-DA64FAC3FFE3,157882,SV-SS-11874,CO_EDAS-Biotype1,,,,54.2,Good,,282,ABSENT
89A3DC77-9D20-46B6-B056-E2206154DC49,157883,GN-SS-10370,CO_EDAS-Biotype2,,,,30.6,Poor,,56,ABSENT
DDC080A8-B0AE-424F-A32B-509E412D38E7,157884,TR-SS-10178,CO_EDAS-Biotype2,,,,22.4,Poor,,291,ABSENT
19873219-C00B-42FF-8DCB-719B9B2A914A,157885,TR-SS-10882,CO_EDAS-Biotype2,,,,72.2,Good,,308,ABSENT
F1B93696-E077-4549-BE09-F95625F33750,157886,TR-SS-11202,CO_EDAS-Biotype2,,,,27.4,Poor,,49,ABSENT
F6AAFE1F-DFF8-40E4-BDEB-A3DE0F652E46,157887,UC-SS-10354,CO_EDAS-Biotype2,,,,56.7,Good,,288,ABSENT
A24A7977-ED19-4566-AE29-A39D6C80F59B,158305,BO-RV-10024,ColumbiaRiverBasin_PIBO,8,20.2493,0.395075,,Poor,Fail,300,ABSENT
D6F90904-1DB4-4C67-88B9-04DFFE8E7F45,158306,BO-SS-10140,ColumbiaRiverBasin_PIBO,8,17.29155,0.462654,,Poor,Fail,212,ABSENT
60A82C29-6491-435B-94CD-2CF9FA1DE01F,158307,BO-SS-10238,ColumbiaRiverBasin_PIBO,10,14.332581,0.697711,,Fair,Pass,300,ABSENT
7979B159-0108-47BE-9626-6F2858FEFB3B,158308,BO-SS-10248,ColumbiaRiverBasin_PIBO,8,14.596807,0.548065,,Poor,Pass,300,ABSENT
09EDE1AB-73BB-450F-8557-362F74B017EC,158309,BO-SS-10248,ColumbiaRiverBasin_PIBO,11,19.384058,0.567477,,Poor,Fail,300,ABSENT
AB20BAD0-DAB4-42AD-BC66-76183F36339A,158310,IF-SS-10310,ColumbiaRiverBasin_PIBO,13,15.992833,0.812864,,Good,Fail,300,ABSENT
44B75A8C-931A-40B6-9DE2-D4C4988A0289,158311,IF-SS-10314,ColumbiaRiverBasin_PIBO,11,13.725391,0.801434,,Good,Pass,300,ABSENT
273364D4-C7B5-4192-8452-9B49936C6791,158312,IF-SS-10438,ColumbiaRiverBasin_PIBO,11,15.468192,0.711137,,Fair,Pass,300,ABSENT
77DE5BD4-CA66-40B2-A374-8CCC03456879,158313,IF-SS-10458,ColumbiaRiverBasin_PIBO,14,12.367618,1.131988,,Good,Pass,300,ABSENT
8B5F7DF3-31DB-4EDF-A06C-6E6373EA2A08,158314,IF-SS-10570,ColumbiaRiverBasin_PIBO,10,11.788052,0.848317,,Good,Pass,300,ABSENT
06E7C89F-A713-42BB-86B0-2341F2C0838C,158315,SA-LS-11386,ColumbiaRiverBasin_PIBO,13,18.619938,0.698176,,Fair,Pass,300,ABSENT
6B765100-6CF1-4A1B-B38D-69863E8D9210,158316,SA-SS-10014,ColumbiaRiverBasin_PIBO,14,13.313489,1.051565,,Good,Pass,300,ABSENT
1187DE3E-FA24-439E-925E-5203ABE5106F,158317,SA-SS-10250,ColumbiaRiverBasin_PIBO,11,13.264984,0.829251,,Good,Pass,300,ABSENT
12804E58-19B5-4748-8DC4-286CFFCD3FFF,158318,SA-SS-10362,ColumbiaRiverBasin_PIBO,10,17.331852,0.576972,,Poor,Fail,300,ABSENT
6BE3264C-937C-48BD-9719-09716EB379E1,158319,SA-SS-10442,ColumbiaRiverBasin_PIBO,8,14.034996,0.570004,,Poor,Pass,300,ABSENT
0F9E208C-93E4-40E7-8834-EEF536511605,158320,SA-SS-10506,ColumbiaRiverBasin_PIBO,15,17.219955,0.871082,,Good,Fail,300,ABSENT
D98E76C6-43C9-44C8-9440-2BA233623E1A,158321,SA-SS-10554,ColumbiaRiverBasin_PIBO,11,15.608462,0.704746,,Fair,Pass,300,ABSENT
1C10BCF0-9030-498F-81E9-482658119A97,158322,SA-SS-10590,ColumbiaRiverBasin_PIBO,6,14.535853,0.412772,,Poor,Pass,300,ABSENT
9CDDE682-544E-4594-8AAA-E559F193CB6A,158323,SA-SS-10810,ColumbiaRiverBasin_PIBO,11,14.281516,0.770226,,Fair,Pass,300,ABSENT
6DE7066D-E4B8-4266-9D25-9755B04E5D90,158324,SA-SS-11038,ColumbiaRiverBasin_PIBO,12,15.342878,0.782122,,Fair,Pass,300,ABSENT
