scientific_name,model_abbreviation
Metriocnemus,AK
Micrasema,AK
Micropsectra,AK
Molophilus,AK
Monodiamesa,AK
Muscidae,AK
Mystacides,AK
Nanocladius,AK
Nectopsyche,AK
Nematoda,AK
Nemoura,AK
Neophylax,AK
Ochrotrichia,AK
Odontomesa,AK
Oreogeton,AK
Ormosia,AK
Orthocladius,AK
Ostracoda,AK
Other_Coenagrionidae,AK
Other_Oligochaeta,AK
Oxyethira,AK
Pagastia,AK
Parachaetocladius,AK
Parachironomus,AK
Paracladopelma,AK
Paracricotopus,AK
Parakiefferiella,AK
Paraleptophlebia,AK
Parametriocnemus,AK
Paraperla,AK
Paraphaenocladius,AK
Paratanytarsus,AK
Parorthocladius,AK
Pedicia,AK
Pericoma_Telmatoscopus,AK
Phaenopsectra,AK
Phoridae,AK
Physidae,AK
Pisidiidae,AK
Planorbidae,AK
Platysmittia,AK
Plumiperla,AK
Podmosta,AK
Polypedilum,AK
Prodiamesa,AK
Prosimulium,AK
Prostoia,AK
Protanypus,AK
Psectrocladius,AK
Pseudodiamesa,AK
Pseudokiefferiella,AK
Pseudorthocladius,AK
Pseudosmittia,AK
Psychoglypha,AK
Pteronarcella,AK
Rhabdomastix,AK
Rheocricotopus,AK
Rheosmittia,AK
Rheotanytarsus,AK
Rhithrogena,AK
Rhyacophila_alberta_group,AK
Rhyacophila_brunnea_vemna_group,AK
Rhyacophila_rickeri,AK
Rhyacophila_vofixa_group,AK
Saetheria,AK
Sciomyzidae,AK
Sergentia,AK
Serratella,AK
Simulium,AK
Skwala,AK
Smittia,AK
Sperchon,AK
Sperchonopsis,AK
Sphaeriidae,AK
Staphylinidae,AK
Stempellina,AK
Stempellinella,AK
Stenochironomus,AK
Stictochironomus,AK
Stilocladius,AK
Stratiomyidae,AK
Stygobromus,AK
Sublettea,AK
Suwallia,AK
Sympotthastia,AK
Synorthocladius,AK
Tabanidae,AK
Taeniopterygidae,AK
Tanypodinae,AK
Tanytarsus,AK
Thaumaleidae,AK
Thienemannia,AK
Thienemanniella,AK
Tipula,AK
Tokunagaia,AK
Trichoclinocera,AK
Trichotanypus,AK
Turbellaria,AK
Tvetenia,AK
Twinnia,AK
Valvata,AK
Vivacricotopus,AK
Wiedemannia,AK
Yoraperla,AK
Zalutschia,AK
Zapada_cinctipes,AK
Zapada_columbiana_oregonensis,AK
Acanthametropus,OTUCode2
Acantharchus,OTUCode2
Acanthocyclops,OTUCode2
Acanthodiaptomus,OTUCode2
Acari,OTUCode2
Acentrella,OTUCode2
Acerpenna,OTUCode2
Acilius,OTUCode2
Acipenser,OTUCode2
Acneus,OTUCode2
Acrocheilus,OTUCode2
Acroneuria,OTUCode2
Acroperus,OTUCode2
Adicrophleps,OTUCode2
Adinia,OTUCode2
Aeshna,OTUCode2
Africophilus,OTUCode2
Agabetes,OTUCode2
Agabinus,OTUCode2
Agabus,OTUCode2
Agapetus,OTUCode2
Agarodes,OTUCode2
Aglaodiaptomus,OTUCode2
Agnetina,OTUCode2
Agonostomus,OTUCode2
Agosia,OTUCode2
Agraylea,OTUCode2
Alisotrichia,OTUCode2
Allenhyphes,OTUCode2
Allocosmoecus,OTUCode2
Allocrangonyx,OTUCode2
Allognosta,OTUCode2
Allomyia,OTUCode2
Allosmerus,OTUCode2
Alona,OTUCode2
Alonella,OTUCode2
Alosa,OTUCode2
Alpheidae,OTUCode2
Ambloplites,OTUCode2
Ameiurus,OTUCode2
Ameletus,OTUCode2
Amercaenis,OTUCode2
Americabaetis,OTUCode2
Americorophium,OTUCode2
Ametor,OTUCode2
Ametropus,OTUCode2
Amia,OTUCode2
Amiocentrus,OTUCode2
Ammocrypta,OTUCode2
Amnicola,OTUCode2
Amphiagrion,OTUCode2
Amphicosmoecus,OTUCode2
Amphinemura,OTUCode2
Amphizoa,OTUCode2
Ampumixis,OTUCode2
Anabolia,OTUCode2
Anacaena,OTUCode2
Anacroneuria,OTUCode2
Anagapetus,OTUCode2
Analetris,OTUCode2
Anax,OTUCode2
Anchoa,OTUCode2
Anchoviella,OTUCode2
Anchycteis,OTUCode2
Anchytarsus,OTUCode2
Ancylidae,OTUCode2
Ancyronyx,OTUCode2
Anepeorus,OTUCode2
Anguilla,OTUCode2
Anisocentropus,OTUCode2
Anisogammarus,OTUCode2
Anodocheilus,OTUCode2
Anoplodonta,OTUCode2
Anthomyiidae,OTUCode2
Anthopotamus,OTUCode2
Antocha,OTUCode2
Anuraeopsis,OTUCode2
Apatania,OTUCode2
Apeltes,OTUCode2
Aphredoderus,OTUCode2
Aplexa,OTUCode2
Aplodinotus,OTUCode2
Apobaetis,OTUCode2
Apocorophium,OTUCode2
Apteraliplus,OTUCode2
Aquarius,OTUCode2
Araeopidius,OTUCode2
Archilestes,OTUCode2
Archoplites,OTUCode2
Arctodiaptomus,OTUCode2
Arctopsyche,OTUCode2
Arcynopteryx,OTUCode2
Argia,OTUCode2
Argis,OTUCode2
Argulus,OTUCode2
Artemia,OTUCode2
Arthroplea,OTUCode2
Ascalaphidae,OTUCode2
Ascaphus,OTUCode2
Ascomorpha,OTUCode2
Asellidae,OTUCode2
Asioplax,OTUCode2
Asplanchna,OTUCode2
Assimineidae,OTUCode2
Astacidae,OTUCode2
Asynarchus,OTUCode2
Atherinomorus,OTUCode2
Atherinops,OTUCode2
Atherinopsis,OTUCode2
Atherix,OTUCode2
Atopsyche,OTUCode2
Atractelmis,OTUCode2
Attaneuria,OTUCode2
Attenella,OTUCode2
Atyoida,OTUCode2
Aulorhynchus,OTUCode2
Baetis,OTUCode2
Baetisca,OTUCode2
Baetodes,OTUCode2
Barbaetis,OTUCode2
Basiaeschna,OTUCode2
Baumanella,OTUCode2
Beauchampiella,OTUCode2
Belonesox,OTUCode2
Beloneuria,OTUCode2
Belostomatidae,OTUCode2
Berosus,OTUCode2
Bidessonotus,OTUCode2
Bidessus,OTUCode2
Bithyniidae,OTUCode2
Bittacomorphella,OTUCode2
Blephariceridae,OTUCode2
Bopyridae,OTUCode2
Bosminidae,OTUCode2
Bosminopsis,OTUCode2
Boyeria,OTUCode2
Brachionus,OTUCode2
Brachycentrus,OTUCode2
Brachycercus,OTUCode2
Brachypremna,OTUCode2
Brachyvatus,OTUCode2
Branchinectidae,OTUCode2
Branchiobdellida,OTUCode2
Branchipodidae,OTUCode2
Brevoortia,OTUCode2
Brychius,OTUCode2
Bryelmis,OTUCode2
Bufo,OTUCode2
Bulimnaea,OTUCode2
Bulinidae,OTUCode2
Caenis,OTUCode2
Caenodes,OTUCode2
Calineuria,OTUCode2
Callibaetis,OTUCode2
Calliperla_luctuosa,OTUCode2
Caloparyphus_Euparyphus,OTUCode2
Calopterygidae,OTUCode2
Cambaridae,OTUCode2
Camelobaetidius,OTUCode2
Campeloma,OTUCode2
Campostoma,OTUCode2
Canaceidae,OTUCode2
Canthocamptidae,OTUCode2
Canthydrus,OTUCode2
Capniidae,OTUCode2
Carabidae,OTUCode2
Carassius,OTUCode2
Caridina,OTUCode2
Carpiodes,OTUCode2
Cascadoperla,OTUCode2
Catostomus,OTUCode2
Caudatella,OTUCode2
Caurinella,OTUCode2
Celina,OTUCode2
Centrarchus,OTUCode2
Centropagidae,OTUCode2
Centroptilum,OTUCode2
Cephalodella,OTUCode2
Ceraclea,OTUCode2
Ceratopogoninae,OTUCode2
Cercobrachys,OTUCode2
Cercopagididae,OTUCode2
Cercopagis,OTUCode2
Cercyon,OTUCode2
Ceriodaphnia_lacustris,OTUCode2
Ceriodaphnia_laticaudata,OTUCode2
Ceriodaphnia_quadrangula,OTUCode2
Ceriodaphnia_reticulata,OTUCode2
Cernotina,OTUCode2
Cetengraulis,OTUCode2
Chaetarthria,OTUCode2
Chaoborus,OTUCode2
Chasmistes,OTUCode2
Chauliodes,OTUCode2
Chelifera_Metachela_Neoplasta,OTUCode2
Chelonarium,OTUCode2
Chernokrilus,OTUCode2
Cheumatopsyche,OTUCode2
Chimarra,OTUCode2
Chironominae,OTUCode2
Chloroperlidae,OTUCode2
Choroterpes,OTUCode2
Chromagrion,OTUCode2
Chrysemys_picta,OTUCode2
Chydorus,OTUCode2
Chyrandra,OTUCode2
Cincinnatia,OTUCode2
Cinygma,OTUCode2
Cinygmula,OTUCode2
Cipangopaludina,OTUCode2
Claassenia,OTUCode2
Cleptelmis,OTUCode2
Climacia,OTUCode2
Clinocera,OTUCode2
Clinostomus,OTUCode2
Clioperla,OTUCode2
Clistoronia,OTUCode2
Cloeodes,OTUCode2
Cloeon,OTUCode2
Clostoeca,OTUCode2
Clupea,OTUCode2
Cochlicopidae,OTUCode2
Cochliopina,OTUCode2
Collotheca,OTUCode2
Colurella,OTUCode2
Colymbetes,OTUCode2
Comptotomus,OTUCode2
Conchostraca,OTUCode2
Conochiloides,OTUCode2
Conochilus,OTUCode2
Copelatus,OTUCode2
Coptotomus,OTUCode2
Corbicula,OTUCode2
Cordulegaster,OTUCode2
Corduliidae,OTUCode2
Coregonus,OTUCode2
Corixidae,OTUCode2
Corophium,OTUCode2
Corydalus,OTUCode2
Coryphaeschna,OTUCode2
Cottus,OTUCode2
Couesius,OTUCode2
Crangonyx,OTUCode2
Crenichthys,OTUCode2
Crenitis,OTUCode2
Cryptochia,OTUCode2
Cryptolabis,OTUCode2
Ctenopharyngodon,OTUCode2
Culaea,OTUCode2
Culicidae,OTUCode2
Culoptila/Protoptila,OTUCode2
Cultus,OTUCode2
Cumberlandia,OTUCode2
Curculionidae,OTUCode2
Cybister,OTUCode2
Cycleptus,OTUCode2
Cyclops,OTUCode2
Cylloepus,OTUCode2
Cymbiodyta,OTUCode2
Cyprinella,OTUCode2
Cyprinodon,OTUCode2
Cyprinus,OTUCode2
Cyzicidae,OTUCode2
Dactylolabis,OTUCode2
Dallia,OTUCode2
Dannella,OTUCode2
Daphnia_ambigua,OTUCode2
Daphnia_catawba_group,OTUCode2
Daphnia_ctenodaphnia_group,OTUCode2
Daphnia_dubia,OTUCode2
Daphnia_galeata_mendotae,OTUCode2
Daphnia_laevis,OTUCode2
Daphnia_longiremis,OTUCode2
Daphnia_lumholtzi,OTUCode2
Daphnia_middendorffiana,OTUCode2
Daphnia_parvula,OTUCode2
Daphnia_pulex_group,OTUCode2
Daphnia_retrocurva,OTUCode2
Daphnia_rosea,OTUCode2
Daphnia_schodleri,OTUCode2
Daphniopsis,OTUCode2
Dasyheleinae,OTUCode2
Deltistes,OTUCode2
Dentatella,OTUCode2
Derallus,OTUCode2
Derovatellus,OTUCode2
Desmona,OTUCode2
Desmopachria,OTUCode2
Deuterophlebiidae,OTUCode2
Diacyclops,OTUCode2
Diamesinae,OTUCode2
Diaphanosoma,OTUCode2
Diaptomus,OTUCode2
Dibusa,OTUCode2
Dicercomyzon,OTUCode2
Dicosmoecus,OTUCode2
Dicranopselaphus,OTUCode2
Dicranota,OTUCode2
Dineutus,OTUCode2
Dionda,OTUCode2
Diphetor,OTUCode2
Diplectrona,OTUCode2
Diploperla,OTUCode2
Diporeia,OTUCode2
Disonycha,OTUCode2
Diura,OTUCode2
Dixa,OTUCode2
Dixella,OTUCode2
Dolichopodidae,OTUCode2
Dolophilodes,OTUCode2
Donacia,OTUCode2
Doroneuria,OTUCode2
Dorosoma,OTUCode2
Dreissena,OTUCode2
Drunella_allegheniensis,OTUCode2
Drunella_coloradensis_flavilinea,OTUCode2
Drunella_cornuta,OTUCode2
Drunella_cornutella,OTUCode2
Drunella_doddsii,OTUCode2
Drunella_grandis,OTUCode2
Drunella_lata,OTUCode2
Drunella_longicornis,OTUCode2
Drunella_pelosa,OTUCode2
Drunella_spinifera,OTUCode2
Drunella_tuberculata,OTUCode2
Drunella_walkeri,OTUCode2
Dryops,OTUCode2
Dubiraphia,OTUCode2
Dysmicohermes,OTUCode2
Dytiscus,OTUCode2
Ecclisocosmoecus,OTUCode2
Ecclisomyia,OTUCode2
Eccoptura,OTUCode2
Ecdyonurus,OTUCode2
Ectocyclops,OTUCode2
Ectopria,OTUCode2
Elassoma,OTUCode2
Elimia,OTUCode2
Elsianus,OTUCode2
Empetrichthys,OTUCode2
Encentrum,OTUCode2
Engraulis,OTUCode2
Enneacanthus,OTUCode2
Enochrus,OTUCode2
Entosphenus,OTUCode2
Eobrachycentrus,OTUCode2
Eocosmoecus,OTUCode2
Eogammarus,OTUCode2
Epeorus,OTUCode2
Ephemera,OTUCode2
Ephemerella,OTUCode2
Ephoron,OTUCode2
Ephydridae,OTUCode2
Epiaeschna,OTUCode2
Epiphanes,OTUCode2
Epiphragma,OTUCode2
Epischura,OTUCode2
Eremichthys,OTUCode2
Eretes,OTUCode2
Ergasilus,OTUCode2
Erimystax,OTUCode2
Erimyzon,OTUCode2
Erioptera,OTUCode2
Erpobdellidae,OTUCode2
Esox,OTUCode2
Etheostoma,OTUCode2
Etrumeus,OTUCode2
Eubosmina,OTUCode2
Eubranchipus,OTUCode2
Eubrianax,OTUCode2
Euchlanis,OTUCode2
Eucorethra,OTUCode2
Eucyclops,OTUCode2
Eurycercus,OTUCode2
Eurylophella,OTUCode2
Eurytemora,OTUCode2
Exoglossum,OTUCode2
Exosphaeroma,OTUCode2
Fallceon,OTUCode2
Farrodes,OTUCode2
Farula,OTUCode2
Fattigia,OTUCode2
Filinia,OTUCode2
Fisherola,OTUCode2
Floridichthys,OTUCode2
Fluminicola,OTUCode2
Fontelicella,OTUCode2
Forcipomyiinae,OTUCode2
Formicidae,OTUCode2
Frenesia,OTUCode2
Frisonia_picticeps,OTUCode2
Fundulus,OTUCode2
Galerucella,OTUCode2
Gambusia,OTUCode2
Gammarocanthus,OTUCode2
Gammarus,OTUCode2
Gasterosteus,OTUCode2
Gastropus,OTUCode2
Gecarcinucidae,OTUCode2
Gelastocoris,OTUCode2
Georyssus,OTUCode2
Gerris,OTUCode2
Gila,OTUCode2
Gillia,OTUCode2
Glossiphoniidae,OTUCode2
Glossosoma,OTUCode2
Glutops,OTUCode2
Glyphopsyche,OTUCode2
Gnorimosphaeroma,OTUCode2
Goereilla,OTUCode2
Goeridae,OTUCode2
Gomphaeschna,OTUCode2
Gomphidae,OTUCode2
Gonielmis,OTUCode2
Gonomyia,OTUCode2
Gonomyodes,OTUCode2
Grammotaulius,OTUCode2
Graphoderus,OTUCode2
Grensia,OTUCode2
Gryllotalpidae,OTUCode2
Guignotus,OTUCode2
Gumaga,OTUCode2
Gymnocephalus,OTUCode2
Gymnochthebius,OTUCode2
Gyretes,OTUCode2
Gyrinus,OTUCode2
Habrophlebia,OTUCode2
Habrophlebiodes,OTUCode2
Haemopidae,OTUCode2
Halesochila,OTUCode2
Haliplus,OTUCode2
Hansonoperla,OTUCode2
Harengula,OTUCode2
Hebrus,OTUCode2
Hedriodiscus_Odontomyia,OTUCode2
Helichus,OTUCode2
Helicopsyche,OTUCode2
Helius,OTUCode2
Helobata,OTUCode2
Helochares,OTUCode2
Helocombus,OTUCode2
Helophorus,OTUCode2
Hemerodromia,OTUCode2
Hemitremia,OTUCode2
Heptagenia,OTUCode2
Hesperagrion,OTUCode2
Hesperoconopa,OTUCode2
Hesperodiaptomus,OTUCode2
Hesperoleucus,OTUCode2
Hesperoperla,OTUCode2
Hesperophylax,OTUCode2
Heterandria,OTUCode2
Heterelmis,OTUCode2
Heterlimnius,OTUCode2
Heteroceridae,OTUCode2
Heterocloeon,OTUCode2
Heteroplectron,OTUCode2
Heterosternuta,OTUCode2
Hexacylloepus,OTUCode2
Hexagenia,OTUCode2
Hexarthra,OTUCode2
Hexatoma,OTUCode2
Hilara,OTUCode2
Himalopsyche,OTUCode2
Hiodon,OTUCode2
Hirudinidae,OTUCode2
Histeridae,OTUCode2
Holopedium,OTUCode2
Holorusia,OTUCode2
Homoleptohyphes,OTUCode2
Homophylax,OTUCode2
Homoplectra,OTUCode2
Huleechius,OTUCode2
Hyalella,OTUCode2
Hybognathus,OTUCode2
Hydaticus,OTUCode2
Hydatophylax,OTUCode2
Hydraena,OTUCode2
Hydrobiomorpha,OTUCode2
Hydrobius,OTUCode2
Hydrocanthus,OTUCode2
Hydrochara,OTUCode2
Hydrochus,OTUCode2
Hydrocolus,OTUCode2
Hydrocoptus,OTUCode2
Hydrometra,OTUCode2
Hydroperla,OTUCode2
Hydrophilus,OTUCode2
Hydroporus,OTUCode2
Hydropsyche,OTUCode2
Hydroptila,OTUCode2
Hydroscapha,OTUCode2
Hydrotrupes,OTUCode2
Hydrovatus,OTUCode2
Hygrotus,OTUCode2
Hypentelium,OTUCode2
Hypoatherina,OTUCode2
Hypomesus,OTUCode2
Hypophthalmichthys,OTUCode2
Ichthyomyzon,OTUCode2
Ictalurus,OTUCode2
Ictiobus,OTUCode2
Ilybiosoma,OTUCode2
Ilybius,OTUCode2
Ilyocryptus,OTUCode2
Io,OTUCode2
Iotichthys,OTUCode2
Ironodes,OTUCode2
Ironoquia,OTUCode2
Isogenoides,OTUCode2
Isogenus,OTUCode2
Isonychia,OTUCode2
Isoperla,OTUCode2
Iswaeon,OTUCode2
Ithytrichia,OTUCode2
Jenkinsia,OTUCode2
Jordanella,OTUCode2
Juga,OTUCode2
Kellicottia,OTUCode2
Keratella,OTUCode2
Kogotus,OTUCode2
Labidesthes,OTUCode2
Labiobaetis,OTUCode2
Laccobius,OTUCode2
Laccophilus,OTUCode2
Laccornis,OTUCode2
Lacinularia,OTUCode2
Lagochila,OTUCode2
Lampetra,OTUCode2
Lanx,OTUCode2
Lara,OTUCode2
Latona,OTUCode2
Lavinia,OTUCode2
Lecane,OTUCode2
Leiodytes,OTUCode2
Lenarchus,OTUCode2
Lepadella,OTUCode2
Lepidomeda,OTUCode2
Lepidoptera,OTUCode2
Lepidostoma,OTUCode2
Lepidurus,OTUCode2
Lepisosteus,OTUCode2
Lepomis,OTUCode2
Leptestheriidae,OTUCode2
Leptocerus,OTUCode2
Leptodiaptomus,OTUCode2
Leptodiaptomus_ashlandi,OTUCode2
Leptodiaptomus_sicilis,OTUCode2
Leptodiaptomus_siciloides,OTUCode2
Leptodoridae,OTUCode2
Leptohyphes,OTUCode2
Leptolucania,OTUCode2
Leptophlebia,OTUCode2
Leptotarsus,OTUCode2
Leptoxis,OTUCode2
Lestes,OTUCode2
Leuciscus,OTUCode2
Leucotrichia,OTUCode2
Leucrocuta,OTUCode2
Leuctridae,OTUCode2
Leuresthes,OTUCode2
Leydigia,OTUCode2
Libellulidae,OTUCode2
Limnadiidae,OTUCode2
Limnebius,OTUCode2
Limnephilus,OTUCode2
Limnias,OTUCode2
Limnichidae,OTUCode2
Limnophila,OTUCode2
Limnoporus,OTUCode2
Limonia,OTUCode2
Linderiella,OTUCode2
Liodessus,OTUCode2
Liogma,OTUCode2
Lioporeus,OTUCode2
Lipsothrix,OTUCode2
Lithasia,OTUCode2
Litobrancha,OTUCode2
Littoridinops,OTUCode2
Lophocharis,OTUCode2
Lota,OTUCode2
Lucania,OTUCode2
Lutrochus,OTUCode2
Luxilus,OTUCode2
Lymnaea,OTUCode2
Lynceidae,OTUCode2
Lype,OTUCode2
Lythrurus,OTUCode2
MacCaffertium,OTUCode2
Macdunnoa,OTUCode2
Macrelmis,OTUCode2
Macrhybopsis,OTUCode2
Macrochaetus,OTUCode2
Macrocyclops,OTUCode2
Macronema,OTUCode2
Macronychus,OTUCode2
Macrostemum,OTUCode2
Macrothricidae,OTUCode2
Macrovelia,OTUCode2
Malenka,OTUCode2
Malirekus,OTUCode2
Mallotus,OTUCode2
Manophylax,OTUCode2
Margariscus,OTUCode2
Margaritifera,OTUCode2
Marilia,OTUCode2
Marisa,OTUCode2
Maruina,OTUCode2
Matriella,OTUCode2
Matrioptila,OTUCode2
Matus,OTUCode2
Mayatrichia,OTUCode2
Meda,OTUCode2
Megarcys,OTUCode2
Megaselia,OTUCode2
Megistocera,OTUCode2
Melanoides,OTUCode2
Melyridae,OTUCode2
Membras,OTUCode2
Menidia,OTUCode2
Meringodixa,OTUCode2
Merragata,OTUCode2
Mesocyclops,OTUCode2
Mesovelia,OTUCode2
Methles,OTUCode2
Metrichia,OTUCode2
Metrobates,OTUCode2
Micrasema,OTUCode2
Microcyclops,OTUCode2
Microcylloepus,OTUCode2
Micropterus,OTUCode2
Minytrema,OTUCode2
Moapa,OTUCode2
Mochlonyx,OTUCode2
Moina,OTUCode2
Molanna,OTUCode2
Molannodes,OTUCode2
Molophilus,OTUCode2
Monommata,OTUCode2
Monoporeia,OTUCode2
Monostyla,OTUCode2
Morone,OTUCode2
Moselyana,OTUCode2
Moxostoma,OTUCode2
Mugil,OTUCode2
Muscidae,OTUCode2
Mylocheilus,OTUCode2
Mylopharodon,OTUCode2
Myoxocephalus,OTUCode2
Mysis,OTUCode2
Mystacides,OTUCode2
Mytilina,OTUCode2
Myxosargus,OTUCode2
Namamyia_plutonis,OTUCode2
Nanonemoura,OTUCode2
Narpus,OTUCode2
Nasiaeschna,OTUCode2
Naucoridae,OTUCode2
Nebrioporus,OTUCode2
Nectopsyche,OTUCode2
Nemata,OTUCode2
Nematomorpha,OTUCode2
Nemertea,OTUCode2
Nemotaulius,OTUCode2
Nemotelus,OTUCode2
Nemoura,OTUCode2
Neobidessus,OTUCode2
Neochoroterpes,OTUCode2
Neoclypeodytes,OTUCode2
Neocrangon,OTUCode2
Neocylloepus,OTUCode2
Neoelmis,OTUCode2
Neoephemera,OTUCode2
Neogerris,OTUCode2
Neohermes,OTUCode2
Neoheterocerus,OTUCode2
Neomysis,OTUCode2
Neoperla,OTUCode2
Neophylax,OTUCode2
Neoporus,OTUCode2
Neoscutopterus,OTUCode2
Neothremma,OTUCode2
Neotrichia,OTUCode2
Nephrotoma,OTUCode2
Nepidae,OTUCode2
Nerophilus,OTUCode2
Nigronia,OTUCode2
Nixe,OTUCode2
Nocomis,OTUCode2
Notemigonus,OTUCode2
Notholca,OTUCode2
Nothotrichia,OTUCode2
Notomicrus,OTUCode2
Notommata,OTUCode2
Notonectidae,OTUCode2
Notropis,OTUCode2
Noturus,OTUCode2
Novumbra,OTUCode2
Nymphomyiidae,OTUCode2
Ochrotrichia,OTUCode2
Ochteridae,OTUCode2
Ochthebius,OTUCode2
Oecetis,OTUCode2
Oedicerotidae,OTUCode2
Oligoneuridae,OTUCode2
Oligophlebodes,OTUCode2
Oncorhynchus,OTUCode2
Onocosmoecus,OTUCode2
Onychodiaptomus,OTUCode2
Opisthonema,OTUCode2
Oplonaeschna,OTUCode2
Opsopoeodus,OTUCode2
Optioservus,OTUCode2
Orchestia,OTUCode2
Ordobrevia,OTUCode2
Orectogyrus,OTUCode2
Oregonichthys,OTUCode2
Oreodytes,OTUCode2
Oreogeton,OTUCode2
Oreohelix,OTUCode2
Oreoleptis,OTUCode2
Oreothalia,OTUCode2
Orimarga,OTUCode2
Ormosia,OTUCode2
Orohermes,OTUCode2
Oroperla,OTUCode2
Oropsyche,OTUCode2
Orthocladiinae,OTUCode2
Orthocyclops,OTUCode2
Orthodon,OTUCode2
Orthotrichia,OTUCode2
Osmerus,OTUCode2
Osobenus_yakimae,OTUCode2
Ostracoda,OTUCode2
Ostrocerca,OTUCode2
Other_Coenagrionidae,OTUCode2
Other_Hydrobiidae,OTUCode2
Other_Lymnaeidae,OTUCode2
Other_Oligochaeta,OTUCode2
Other_Polycentropodidae,OTUCode2
Oulimnius,OTUCode2
Oxycera,OTUCode2
Oxyethira,OTUCode2
Oxyurella,OTUCode2
Pachydrus,OTUCode2
Paduniella,OTUCode2
Palaeagapetus,OTUCode2
Palaemonias,OTUCode2
Palaemonidae,OTUCode2
Paracloeodes,OTUCode2
Paracyclops,OTUCode2
Paracymus,OTUCode2
Paradelphomyia,OTUCode2
Paragnetina,OTUCode2
Paraleptophlebia,OTUCode2
Paranemoura,OTUCode2
Parapsyche,OTUCode2
Parthina,OTUCode2
Paucicalcaria,OTUCode2
Pedicia,OTUCode2
Pedomoecus,OTUCode2
Pelonomus,OTUCode2
Peltodytes,OTUCode2
Peltoperla,OTUCode2
Pentagenia,OTUCode2
Perca,OTUCode2
Percina,OTUCode2
Percopsis,OTUCode2
Pericoma_Telmatoscopus,OTUCode2
Perlesta,OTUCode2
Perlinella,OTUCode2
Perlinodes,OTUCode2
Petromyzon,OTUCode2
Phaenonotum,OTUCode2
Phanocerus,OTUCode2
Phenacobius,OTUCode2
Philarctus,OTUCode2
Philocasca,OTUCode2
Phoridae,OTUCode2
Phoxinus,OTUCode2
Phryganeidae,OTUCode2
Phyllodromia,OTUCode2
Phylloicus,OTUCode2
Phylocentropus,OTUCode2
Physa_Physella,OTUCode2
Pictetiella,OTUCode2
Pilaria,OTUCode2
Pimephales,OTUCode2
Piscicolidae,OTUCode2
Pisidiidae,OTUCode2
Plagopterus,OTUCode2
Planorbidae,OTUCode2
Platambus,OTUCode2
Platycentropus,OTUCode2
Platygobio,OTUCode2
Platyias,OTUCode2
Plauditus,OTUCode2
Pleidae,OTUCode2
Pleurocera,OTUCode2
Ploesoma,OTUCode2
Podmosta,OTUCode2
Podonominae,OTUCode2
Poecilia,OTUCode2
Poeciliopsis,OTUCode2
Pogonichthys,OTUCode2
Polyartemiella,OTUCode2
Polyarthra,OTUCode2
Polycentropus,OTUCode2
Polychaeta,OTUCode2
Polygyridae,OTUCode2
Polymera,OTUCode2
Polyodon,OTUCode2
Polyphemidae,OTUCode2
Polyplectropus,OTUCode2
Polyprion,OTUCode2
Pomacea,OTUCode2
Pomatiopsidae,OTUCode2
Pomoxis,OTUCode2
Pompholyx,OTUCode2
Porifera,OTUCode2
Portunidae,OTUCode2
Postelichus,OTUCode2
Potamopyrgus_antipodarum,OTUCode2
Potamyia,OTUCode2
Povilla,OTUCode2
Prionocera,OTUCode2
Proales,OTUCode2
Procloeon,OTUCode2
Prodiamesinae,OTUCode2
Promoresia,OTUCode2
Pronoterus,OTUCode2
Prosopium,OTUCode2
Prostoia,OTUCode2
Protochauliodes,OTUCode2
Protoneuridae,OTUCode2
Psephenus,OTUCode2
Pseudhydrovatus,OTUCode2
Pseudiron,OTUCode2
Pseudocentroptiloides,OTUCode2
Pseudocloeon,OTUCode2
Pseudogoera,OTUCode2
Pseudolimnophila,OTUCode2
Pseudostenophylax,OTUCode2
Psilotreta,OTUCode2
Psuedocloeon,OTUCode2
Psychoda,OTUCode2
Psychoglypha,OTUCode2
Psychomyia,OTUCode2
Psychoronia,OTUCode2
Pteronarcella,OTUCode2
Pteronarcys,OTUCode2
Ptiliidae,OTUCode2
Ptychocheilus,OTUCode2
Ptychopteridae,OTUCode2
Ptygura,OTUCode2
Pungitius,OTUCode2
Pupillidae,OTUCode2
Pycnopsyche,OTUCode2
Pylodictis,OTUCode2
Pyrgophorus,OTUCode2
Pyrrhalta,OTUCode2
Radix,OTUCode2
Ramellogammarus,OTUCode2
Rana,OTUCode2
Raptoheptogenia,OTUCode2
Relictus,OTUCode2
Remenus,OTUCode2
Resticula,OTUCode2
Rhabdomastix,OTUCode2
Rhamphomyia,OTUCode2
Rhantus,OTUCode2
Rheumatobates,OTUCode2
Rhinchthys,OTUCode2
Rhinichthys,OTUCode2
Rhithrogena,OTUCode2
Rhizelmis,OTUCode2
Rhodeus,OTUCode2
Rhyacophila_alberta_group,OTUCode2
Rhyacophila_angelita_group,OTUCode2
Rhyacophila_betteni_group,OTUCode2
Rhyacophila_brunnea_vemna_groups,OTUCode2
Rhyacophila_carolina_group,OTUCode2
Rhyacophila_coloradensis_group,OTUCode2
Rhyacophila_ecosa_group,OTUCode2
Rhyacophila_formosa,OTUCode2
Rhyacophila_fuscula,OTUCode2
Rhyacophila_glaberrima,OTUCode2
Rhyacophila_hyalinata_group,OTUCode2
Rhyacophila_invaria_group,OTUCode2
Rhyacophila_iranda_group,OTUCode2
Rhyacophila_kernada,OTUCode2
Rhyacophila_lobifera,OTUCode2
Rhyacophila_mainensis,OTUCode2
